0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
C,5,0.1431293750000009,0,60,0.16465422612513822,12,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.288167141666662,9,57,0.3315038419319375,10,1.0
G#,4,0.868318208333335,8,56,0.9989023051591676,5,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D,5,0.05343496666665715,2,62,0.06147091108670693,13,1.0
D,5,0.05343496666665715,2,62,0.06147091108670693,13,1.0
E,5,0.05343496666668557,4,64,0.061470911086739626,13,1.0
D,5,0.05343496666665715,2,62,0.06147091108670693,13,1.0
C#,5,0.05343496666665715,1,61,0.06147091108670693,13,1.0
D,5,0.05343496666665715,2,62,0.06147091108670693,13,1.0
E,5,0.3244265833333202,4,64,0.37321624588362917,9,1.0
F,5,0.21564825833334567,5,65,0.24807903402855422,11,1.0
F,5,0.43320490833332315,5,65,0.4983534577387368,8,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
B,5,0.5076321833333566,11,71,0.5839736553238467,7,1.0
A#,5,0.07251888333331635,10,70,0.0834248079033833,13,1.0
A,5,0.07251888333331635,9,69,0.0834248079033833,13,1.0
G#,5,0.21564825833331724,8,68,0.24807903402852152,11,1.0
G,5,0.07251888333334477,7,67,0.08342480790341601,13,1.0
F#,5,0.07251888333331635,6,66,0.0834248079033833,13,1.0
F,5,0.07251888333334477,5,65,0.08342480790341601,13,1.0
D,5,0.21564825833334567,2,62,0.24807903402855422,11,1.0
B,4,0.07251888333334477,11,59,0.08342480790341601,13,1.0
G#,4,0.07251888333334477,8,56,0.08342480790341601,13,1.0
F#,4,0.07251888333334477,6,54,0.08342480790341601,13,1.0
G,4,0.21564825833331724,7,55,0.24807903402852152,11,1.0
A,4,0.07251888333331635,9,57,0.0834248079033833,13,1.0
B,4,0.07251888333334477,11,59,0.08342480790341601,13,1.0
C,5,0.07251888333331635,0,60,0.0834248079033833,13,1.0
D,5,0.21564825833331724,2,62,0.24807903402852152,11,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D#,4,0.036259441666658176,3,51,0.04171240395169165,13,1.0
E,4,0.036259441666658176,4,52,0.04171240395169165,13,1.0
G,4,0.036259441666658176,7,55,0.04171240395169165,13,1.0
C,5,0.036259441666658176,0,60,0.04171240395169165,13,1.0
E,5,0.1431293750000009,4,64,0.16465422612513822,12,1.0
D,5,0.288167141666662,2,62,0.3315038419319375,10,1.0
C,5,0.288167141666662,0,60,0.3315038419319375,10,1.0
D,4,0.07251888333334477,2,50,0.08342480790341601,13,1.0
E,4,0.07251888333334477,4,52,0.08342480790341601,13,1.0
G#,4,0.07251888333334477,8,56,0.08342480790341601,13,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
B,4,0.43320490833335157,11,59,0.49835345773876955,8,1.0
C,4,0.14885455000001002,0,48,0.17124039517015419,12,1.0
E,4,0.14885455000001002,4,52,0.17124039517015419,12,1.0
A,4,0.14885455000001002,9,57,0.17124039517015419,12,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
B,4,0.650761558333329,11,59,0.7486278814489521,6,1.0
A,4,0.21564825833334567,9,57,0.24807903402855422,11,1.0
G#,4,1.7385448083333301,8,56,1.999999999999996,2,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.6507615583333575,11,59,0.748627881448985,6,1.0
C,5,0.21564825833331724,0,60,0.24807903402852152,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
A,4,2.6087714083333253,9,57,3.0010976948408246,1,1.0
D,5,0.650761558333329,2,62,0.7486278814489521,6,1.0
C#,5,0.21564825833334567,1,61,0.24807903402855422,11,1.0
C#,5,1.7385448083333301,1,61,1.999999999999996,2,1.0
E,4,0.3015258833333405,4,52,0.3468715697036306,10,1.0
C#,5,0.3015258833333121,1,61,0.34687156970359795,10,1.0
C#,5,0.3015258833333121,1,61,0.34687156970359795,10,1.0
E,5,0.3015258833333405,4,64,0.3468715697036306,10,1.0
C#,6,0.3015258833333405,1,73,0.3468715697036306,10,1.0
C#,6,0.3015258833333405,1,73,0.3468715697036306,10,1.0
